"date","actual","point","q05_xgb","q95_xgb","conformal_lo","conformal_hi"
2024-01-06,128779.091044841,127364.847899549,125002.897630007,135229.935230589,121790.942237025,132938.753562073
2024-01-07,140609.327023132,137587.636927884,125249.912290033,133736.558992671,132013.73126536,143161.542590408
2024-01-08,145224.835036299,149484.711625573,133183.027196086,146511.494381777,143910.805963049,155058.617288097
2024-01-09,151738.814039247,151850.788397916,136172.07641459,148005.738839889,146276.882735391,157424.69406044
2024-01-10,157086.898039428,155566.787081771,137131.374147789,151405.839187042,149992.881419247,161140.692744295
2024-01-11,154582.332518697,158671.853789502,137139.090362637,156167.172740485,153097.948126978,164245.759452026
2024-01-12,144851.502555792,153926.463680416,136138.445593914,153490.948056728,148352.558017892,159500.36934294
2024-01-13,137472.537046066,145899.243835702,135861.14609366,146856.602268374,140325.338173177,151473.149498226
2024-01-14,139758.236023495,140389.667231496,129912.467196048,143134.188667242,134815.761568972,145963.57289402
2024-01-15,137800.115049115,139818.465592998,132559.075495355,140517.185508397,134244.559930474,145392.371255522
2024-01-16,134496.484524489,133556.972893161,129041.19783754,140496.683690736,127983.067230637,139130.878555686
2024-01-17,125403.612536378,128842.602082659,128219.540674172,139622.057220691,123268.696420135,134416.507745183
2024-01-18,122609.032047748,127660.960166842,122336.227081985,135853.760904749,122087.054504318,133234.865829366
2024-01-19,131311.344042027,130688.99948531,118075.34493107,136964.208980287,125115.093822786,136262.905147834
2024-01-20,131740.453543781,137580.682721924,126878.580252348,136284.845699263,132006.7770594,143154.588384448
2024-01-21,131068.899028084,135210.204830811,126358.855881936,139541.6548057,129636.299168287,140784.110493335
2024-01-22,128742.412021214,131120.326023043,126648.885002701,136929.729587568,125546.420360519,136694.231685567
2024-01-23,119086.246515782,128092.187538673,123457.986126513,135699.799948529,122518.281876149,133666.093201197
2024-01-24,105231.987550455,119000.407780487,114474.828258586,130905.67110134,113426.502117963,124574.313443011
2024-01-25,5349.03700005659,108606.236277365,99704.8118914575,121922.749356901,103032.330614841,114180.141939889
2024-01-26,5013.06200609345,13038.6745432709,277.938137649583,107183.390735169,7464.76888074675,18612.580205795
2024-01-27,4961.10099977499,4945.96162697432,277.55281364578,104461.297644079,-627.944035549784,10519.8672894984
2024-01-28,4772.89200480992,4970.00985339856,288.232011955442,106952.012577045,-603.895809125545,10543.9155159227
2024-01-29,4555.28100134013,4906.96321657949,287.020476931195,106816.338911222,-666.942445944615,10480.8688791036
2024-01-30,3473.43300140405,4881.19420024782,264.066529771822,107495.407514269,-692.711462276288,10455.0998627719
2024-01-31,3209.29600099078,1815.11191092366,255.060069540938,103272.83304858,-3758.79375160045,7389.01757344776
