dias_usuario_completos,usuarios,fecha_min,fecha_max,media_kWh,mediana_kWh,p90_kWh,p99_kWh,kWh_total
38106394,28701,2014-11-03,2024-01-31,11.585301920199754,4.497999981045723,15.332999906316399,121.7209997844696,441474079.5800884
