"user_id","first_ts","last_ts","span_days","total_records","distinct_days","n_nulls","n_zeros","n_negativos","span_days_inclusive","coverage_pct","zero_pct","null_pct"
"2538791fdfd61c2d5fe248c6645fade2ea968f44973a198f0d477fdd5a4ba436",2017-05-31,2024-01-25,2430,58321,2431,0,3,0,2431,100,0.01,0
"240fe378887586fec4fd532c952194c290c31deee253f6f699bc49cc4fd82889",2019-08-30,2024-01-25,1609,38617,1610,0,107,0,1610,100,0.28,0
"24d0897e4059cf7612ec87fb6633231f524eb50521e11d4628020857b2384f46",2019-11-25 01:00:00,2024-01-25,1522,36528,1523,0,121,0,1523,100,0.33,0
"33caf78546b0b930277102858bdb7445f10d57f68a85329c195f4e6c0c4ad05c",2017-05-30,2024-01-24,2430,58321,2431,0,1,0,2431,100,0,0
"350677f042ddd499846792a805474c705615dc3c7075d7bd231364c145fbba0c",2020-08-03,2024-01-25,1270,30481,1271,0,0,0,1271,100,0,0
"3d7ea4bfc3253456cff1b67cb55ec469c3e56db7f27592150ee672cf113022ac",2019-04-01,2024-01-24,1759,42217,1760,0,89,0,1760,100,0.21,0
"46a8c59bd77fe83d3e15f2544034fe5b32c6b5a9a8127cb89ee439c995b56e20",2020-09-04,2024-01-24,1237,29689,1238,0,1396,0,1238,100,4.7,0
"48239243bb173827f5118f728c1f94fd421e756788511155448daa386aedd087",2017-05-31,2024-01-25,2430,58321,2431,0,0,0,2431,100,0,0
"477dd2debe8dfe32bb70ecd2e1255c22c4541b796a5eff73e0ee567fb742745b",2017-05-31,2021-09-28 23:00:00,1581,37968,1582,0,444,0,1582,100,1.17,0
"57e6df224320bc1f7721cb095d460527b8049f0f46911f552832d27e7932c116",2017-06-28,2023-06-01 23:00:00,2164,51960,2165,0,4,0,2165,100,0.01,0
"5f83d0fd5e9e25e9014da90b024cbe803c23a924f40f068cdaac097a9850c99b",2017-05-31,2024-01-25,2430,58321,2431,0,1405,0,2431,100,2.41,0
"6013b2cf08500a93bd4d193f5c97a184f80e43bb5113c90dfe2dc3c28a51a8c4",2017-11-21 01:00:00,2022-08-07 23:00:00,1720,41303,1721,0,0,0,1721,100,0,0
"602e08b742bd890d4b2a6e5176896dfdd54118cae58b90c50f6ab99ecf091d61",2018-11-29 01:00:00,2024-01-25,1883,45192,1884,0,5,0,1884,100,0.01,0
"66abc158c2e9135d4c972473462a1f8c941c01669bde11b99f910d5fe43cc984",2017-12-19 01:00:00,2024-01-25,2228,53472,2229,0,4,0,2229,100,0.01,0
"684181c5b3addc8a4722a4c0493718910ec6a48eb9f548f45dc8d30a5053de55",2017-05-30,2024-01-25,2431,58345,2432,0,4,0,2432,100,0.01,0
"709c764309964eec1e8f74fe8eb0aa4d4a21ac2cf937685753a71576de37f6d9",2017-05-31,2024-01-25,2430,58321,2431,0,9,0,2431,100,0.02,0
"712dcbcc1aabe4248b9669b120e609be2bb4637284961f424ec5c6c2adb72f40",2019-03-22 01:00:00,2024-01-25,1770,42480,1771,0,1,0,1771,100,0,0
"6ffb637ec4a3b91f63816090d0ac7b01f520b126e14ddd6dd25a3d0ccea98dc0",2020-10-30 01:00:00,2024-01-25,1182,28368,1183,0,48,0,1183,100,0.17,0
"81798441a11d1bbb0244ee58e1d28da94119b37a32103d69b1f5acc4c586aab5",2017-12-29 01:00:00,2024-01-25,2218,53232,2219,0,11,0,2219,100,0.02,0
"81d6285ed9743a0912d83d672c2dae2891189908ffb5e700e5cb3937a4736e31",2018-08-01,2022-10-19 23:00:00,1540,36984,1541,0,1177,0,1541,100,3.18,0
"827a4263f41073c0a5a9a59bffc242dcc5a7baa8703bdd9a46102142177a61c1",2017-05-31,2024-01-25,2430,58321,2431,0,2,0,2431,100,0,0
"887aee2e2ed2ba1ccb1168d03e1fb65c80d8d97ab9e053eeb66e459b20c59754",2017-05-31,2021-06-18 23:00:00,1479,35520,1480,0,44,0,1480,100,0.12,0
"8a6dd29be8b597230674d5e2db688ba87e5655a882b2fb593e8675c020a452bf",2019-11-11 01:00:00,2024-01-25,1536,36864,1537,0,3,0,1537,100,0.01,0
"90c46693e86eeff9e3b8b532757e37175e3a7bdfd28c581aa3910e8ff0f2bf56",2018-01-01 01:00:00,2024-01-25,2215,53160,2216,0,43,0,2216,100,0.08,0
"90e81e324230aa1ee6882e796c5b1cea1563881d908a45af426682781767e558",2019-02-13 01:00:00,2024-01-25,1807,43368,1808,0,10,0,1808,100,0.02,0
"91aa744138fd3502ab3cac7bc92650e7bb2ba8be73450e3c4a72047da8a006a6",2018-11-01 01:00:00,2024-01-25,1911,45864,1912,0,39,0,1912,100,0.09,0
"91aa969ccf3b708e66d92364fcc4ecfe831fa5e2070d0ea9a0b1d51e69ea5b43",2018-05-28,2024-01-25,2068,49633,2069,0,990,0,2069,100,1.99,0
"9186ebc73475b315e0ca7aa83ffbce4ae5e834256a396a8d05a6971f8e313ae9",2017-09-23,2024-01-25,2315,55561,2316,0,3128,0,2316,100,5.63,0
