"source","generated_at","model_scope","focus_provinces","requested_provinces","downloaded_provinces","station_cache_files","note"
"climaemet_aemet_daily_clim","2026-06-09 22:32:46 CEST","top5_provincias_mayor_masa_usuarios","20,48,31,01,28",5,5,5,"Flujo focalizado: una estacion representativa por cada provincia top 5 usando climaemet."
